epoch,critic_loss,decoder_accuracy,decoder_loss,encoder_decoder_total_loss,psnr,realism_loss,similarity_loss,ssim,val_critic_loss,val_decoder_accuracy,val_decoder_loss,val_encoder_decoder_total_loss,val_psnr,val_realism_loss,val_similarity_loss,val_ssim
0,-0.01482941024005413,0.5372865200042725,0.7224958539009094,0.9063946604728699,9.892086029052734,0.0601482167840004,0.12375051528215408,0.39820969104766846,-0.007790722884237766,0.5483682751655579,0.6872283816337585,0.7614917755126953,13.642980575561523,0.02923000603914261,0.04503331333398819,0.5759486556053162
1,-0.013210160657763481,0.5995773673057556,0.6664251685142517,0.7155486941337585,14.963024139404297,0.015819206833839417,0.033304326236248016,0.5905921459197998,-0.014019107446074486,0.620978832244873,0.6565060615539551,0.7031340599060059,15.851142883300781,0.01982148550450802,0.026806727051734924,0.6381193399429321
2,-0.014585311524569988,0.6597855091094971,0.6183276176452637,0.6539855003356934,16.148067474365234,0.010698853991925716,0.02495926059782505,0.6236273050308228,-0.01579635590314865,0.6795809864997864,0.6008083820343018,0.6381521821022034,16.537508010864258,0.014472832903265953,0.022870948538184166,0.6511532664299011
3,-0.018003573641180992,0.699756920337677,0.574115514755249,0.6110297441482544,16.105016708374023,0.011741208843886852,0.025172827765345573,0.6142663359642029,-0.017605196684598923,0.713766872882843,0.5570834875106812,0.591137170791626,16.097997665405273,0.00862567313015461,0.025427989661693573,0.6302321553230286
4,-0.01790962740778923,0.7231113910675049,0.5425061583518982,0.5820972919464111,15.77493667602539,0.012257600203156471,0.02733343094587326,0.5946303009986877,-0.016393760219216347,0.7321643233299255,0.5294253826141357,0.5678567290306091,15.819989204406738,0.011074056848883629,0.027357345446944237,0.6119343042373657
5,-0.01702936366200447,0.7381640076637268,0.517615795135498,0.5600694417953491,15.364179611206055,0.0122108468785882,0.030242957174777985,0.5708369612693787,-0.015079658478498459,0.7429989576339722,0.5081604719161987,0.554879903793335,15.410968780517578,0.016375171020627022,0.030344223603606224,0.5860822200775146
6,-0.016113098710775375,0.7475588917732239,0.4957055151462555,0.5416048169136047,14.984335899353027,0.012660772539675236,0.03323838859796524,0.5455405712127686,-0.015010534785687923,0.7524428367614746,0.48270106315612793,0.5282131433486938,14.848607063293457,0.010818625800311565,0.03469345346093178,0.5513367056846619
7,-0.015454834327101707,0.7533594369888306,0.47365429997444153,0.5230444073677063,14.617414474487305,0.013016520999372005,0.03637358173727989,0.5199627876281738,-0.01354215294122696,0.7567300200462341,0.4607720673084259,0.5191947817802429,14.460357666015625,0.020266788080334663,0.038155943155288696,0.5219307541847229
8,-0.014820853248238564,0.7553252577781677,0.45392027497291565,0.5063902139663696,14.307073593139648,0.013065963052213192,0.039403971284627914,0.4964536428451538,-0.013339333236217499,0.7570459246635437,0.44326236844062805,0.4960919916629791,14.275162696838379,0.012853595428168774,0.0399760827422142,0.5059851408004761
9,-0.014307064935564995,0.7571158409118652,0.43585437536239624,0.49176883697509766,13.990800857543945,0.013494298793375492,0.042419932782649994,0.47072991728782654,-0.012544555589556694,0.7587517499923706,0.42807894945144653,0.48598259687423706,14.089778900146484,0.015947872772812843,0.04195563495159149,0.4853989779949188
10,-0.013967938721179962,0.7586688995361328,0.42341870069503784,0.48236343264579773,13.75900650024414,0.01397752296179533,0.04496702551841736,0.4501446485519409,-0.012854102067649364,0.7622473239898682,0.41346943378448486,0.47763919830322266,13.72172737121582,0.0186631940305233,0.04550653323531151,0.4591478109359741
11,-0.013446270488202572,0.7611648440361023,0.4118553400039673,0.4723825752735138,13.602819442749023,0.013880683109164238,0.04664646461606026,0.43555572628974915,-0.012194284237921238,0.7634497284889221,0.40482673048973083,0.4637998640537262,13.641079902648926,0.012624003924429417,0.04634913429617882,0.4532206356525421
12,-0.012951364740729332,0.7625833749771118,0.40338021516799927,0.4655420780181885,13.515406608581543,0.014421912841498852,0.04773993790149689,0.4272119402885437,-0.011979632079601288,0.7646734118461609,0.39645999670028687,0.4622713029384613,13.563694953918457,0.018645282834768295,0.04716605320572853,0.44631972908973694
13,-0.012426205910742283,0.7632753252983093,0.39627280831336975,0.45868125557899475,13.501280784606934,0.014440186321735382,0.04796842485666275,0.4242161214351654,-0.01077447272837162,0.7641103267669678,0.3917374312877655,0.4494710862636566,13.643898963928223,0.011236097663640976,0.046497613191604614,0.44841429591178894
14,-0.011988076381385326,0.7631165385246277,0.3910796046257019,0.45417121052742004,13.467523574829102,0.014724958688020706,0.04836659878492355,0.42023059725761414,-0.010171719826757908,0.7655841112136841,0.38328060507774353,0.44884583353996277,13.500319480895996,0.017512405291199684,0.048052892088890076,0.43757113814353943
15,-0.011653414927423,0.7628397941589355,0.38671576976776123,0.4495258033275604,13.497767448425293,0.014660414308309555,0.04814956709742546,0.4225224256515503,-0.010320928879082203,0.764350950717926,0.38168957829475403,0.4410181939601898,13.638324737548828,0.012673142366111279,0.046655379235744476,0.44661945104599
16,-0.011227782815694809,0.7625959515571594,0.3831977844238281,0.4456793963909149,13.517248153686523,0.014692720025777817,0.047788944095373154,0.4242646098136902,-0.009546681307256222,0.7634874582290649,0.3796837329864502,0.4394463002681732,13.699180603027344,0.013601693324744701,0.04616081342101097,0.4494273364543915
17,-0.010808791033923626,0.7623674869537354,0.3807476758956909,0.4435836672782898,13.520525932312012,0.014918702654540539,0.04791717603802681,0.42428719997406006,-0.010202473029494286,0.7648667693138123,0.3737650215625763,0.43668118119239807,13.508874893188477,0.014741772785782814,0.048174336552619934,0.4370630383491516
18,-0.010479415766894817,0.7619468569755554,0.3790479302406311,0.44114211201667786,13.568973541259766,0.014673812314867973,0.047420285642147064,0.427925705909729,-0.009768719784915447,0.7634374499320984,0.3741639256477356,0.4371612071990967,13.710107803344727,0.016981003805994987,0.04601616784930229,0.4529288113117218
19,-0.010206703096628189,0.7621457576751709,0.37643447518348694,0.4391082525253296,13.577136993408203,0.015416554175317287,0.04725729301571846,0.428630530834198,-0.009141714312136173,0.7643421292304993,0.37076544761657715,0.43765777349472046,13.610604286193848,0.019727475941181183,0.04716482013463974,0.4450599253177643
20,-0.009892525151371956,0.762281596660614,0.3749130666255951,0.4367965757846832,13.60033893585205,0.014894731342792511,0.04698887839913368,0.43102771043777466,-0.008973857387900352,0.7631286382675171,0.37188538908958435,0.43291759490966797,13.772787094116211,0.015632040798664093,0.0454002320766449,0.4579206705093384
21,-0.009717048145830631,0.7625125050544739,0.37320709228515625,0.4355158507823944,13.60853385925293,0.015429104678332806,0.046879373490810394,0.4329979717731476,-0.009015084244310856,0.763519823551178,0.3701000511646271,0.43363457918167114,13.782546043395996,0.018205221742391586,0.045329317450523376,0.45844006538391113
22,-0.009742280468344688,0.7627409100532532,0.37212279438972473,0.43406546115875244,13.623159408569336,0.015281952917575836,0.046660762280225754,0.43294471502304077,-0.008963844738900661,0.7644565105438232,0.3671775460243225,0.43583205342292786,13.688826560974121,0.022250570356845856,0.04640395939350128,0.4520767331123352
23,-0.00957122165709734,0.763106107711792,0.3707696497440338,0.4330746531486511,13.634181022644043,0.01576904207468033,0.046535950154066086,0.4348564147949219,-0.008348238654434681,0.7646636366844177,0.3669185936450958,0.43332865834236145,13.778736114501953,0.020754773169755936,0.045655250549316406,0.4568388760089874
24,-0.00937458872795105,0.7636134624481201,0.3696044981479645,0.4316162168979645,13.62900161743164,0.015429848805069923,0.046582065522670746,0.43440425395965576,-0.00905835535377264,0.7654731273651123,0.36459729075431824,0.43115195631980896,13.648438453674316,0.01974797062575817,0.04680664837360382,0.4500250518321991
25,-0.009209517389535904,0.7637899518013,0.3688419461250305,0.43121299147605896,13.660037994384766,0.016051026061177254,0.046320028603076935,0.4362531900405884,-0.008563374169170856,0.7656091451644897,0.3640516996383667,0.42902496457099915,13.698480606079102,0.01865001954138279,0.046323202550411224,0.45232415199279785
26,-0.009017464704811573,0.7641280889511108,0.36814117431640625,0.43032214045524597,13.674156188964844,0.016060540452599525,0.046120382845401764,0.43729668855667114,-0.008502691984176636,0.7660576105117798,0.3632459342479706,0.43136826157569885,13.7102689743042,0.021710844710469246,0.046411529183387756,0.4518989622592926
27,-0.008958721533417702,0.7644110918045044,0.36790931224823,0.4298131465911865,13.676386833190918,0.01581725664436817,0.046086475253105164,0.43783777952194214,-0.008390702307224274,0.7661528587341309,0.3631959557533264,0.42836812138557434,13.774020195007324,0.019494200125336647,0.04567795619368553,0.4578855037689209
28,-0.008890040218830109,0.765001118183136,0.36645016074180603,0.42801353335380554,13.674509048461914,0.015471360646188259,0.046091724187135696,0.43754538893699646,-0.008321729488670826,0.7671520113945007,0.36164093017578125,0.42756545543670654,13.746665000915527,0.01982596516609192,0.04609858989715576,0.4536382555961609
29,-0.008832113817334175,0.7653312683105469,0.3665030598640442,0.42828938364982605,13.674295425415039,0.015641232952475548,0.046145301312208176,0.4375809133052826,-0.00742360670119524,0.7664424777030945,0.3629816770553589,0.42145782709121704,13.85092544555664,0.013601691462099552,0.044874440878629684,0.46362268924713135
30,-0.008725408464670181,0.7656766772270203,0.3656633496284485,0.4269776940345764,13.683135032653809,0.01527809351682663,0.04603637382388115,0.43834713101387024,-0.007361344061791897,0.7671332359313965,0.36130082607269287,0.4231041371822357,13.785387992858887,0.01626080833375454,0.04554248973727226,0.4581093490123749
31,-0.008670362643897533,0.7660853862762451,0.36483901739120483,0.425603985786438,13.690011024475098,0.01484172698110342,0.04592335596680641,0.4394214153289795,-0.0068062590435147285,0.7676116824150085,0.36106663942337036,0.4261375665664673,13.852200508117676,0.020085852593183517,0.04498516395688057,0.46295884251594543
32,-0.008566025644540787,0.7666700482368469,0.3640395998954773,0.42553016543388367,13.678323745727539,0.01547608245164156,0.04601454734802246,0.4382726550102234,-0.007175481412559748,0.7687137722969055,0.3586615324020386,0.4269830286502838,13.683610916137695,0.02150544337928295,0.04681603983044624,0.44946449995040894
33,-0.008404258638620377,0.7670937180519104,0.3635469675064087,0.4245665669441223,13.713689804077148,0.015331090427935123,0.045688334852457047,0.440906286239624,-0.007688256911933422,0.7690697312355042,0.3584294617176056,0.42445918917655945,13.73466682434082,0.019888870418071747,0.046140898019075394,0.4547044634819031
34,-0.008414170704782009,0.767554759979248,0.3630293905735016,0.4244440495967865,13.694659233093262,0.01541029941290617,0.04600443318486214,0.4395464360713959,-0.008045602589845657,0.7693641781806946,0.35807353258132935,0.4197714328765869,13.75783920288086,0.015636170282959938,0.04606173187494278,0.45568326115608215
35,-0.008513153530657291,0.7678624987602234,0.3627368211746216,0.4236743152141571,13.687801361083984,0.01508580893278122,0.04585189372301102,0.4395110309123993,-0.006678869016468525,0.7699796557426453,0.3578503429889679,0.4233362078666687,13.75741195678711,0.01948072575032711,0.046005163341760635,0.45523837208747864
36,-0.008377729915082455,0.7689369320869446,0.3612700402736664,0.4228366017341614,13.682934761047363,0.0155259994789958,0.04604039713740349,0.4384211301803589,-0.007347427774220705,0.7711784243583679,0.35600611567497253,0.40906527638435364,13.735496520996094,0.00682076346129179,0.04623844102025032,0.4544936418533325
37,-0.00845431163907051,0.7701642513275146,0.3593578040599823,0.4210077226161957,13.642329216003418,0.015228964388370514,0.04642106592655182,0.43500542640686035,-0.007856154814362526,0.7725716233253479,0.3539843261241913,0.42291516065597534,13.696269989013672,0.02231692709028721,0.04661381244659424,0.4503980278968811
38,-0.008520630188286304,0.7714552283287048,0.35714733600616455,0.42046061158180237,13.561517715454102,0.01594550721347332,0.04736780747771263,0.42872393131256104,-0.0077490294352173805,0.7737535238265991,0.3510212004184723,0.4164023697376251,13.618642807006836,0.017820125445723534,0.047561049461364746,0.44271525740623474
39,-0.008806060999631882,0.7723584175109863,0.3545567989349365,0.4176444113254547,13.504569053649902,0.01512228138744831,0.04796525835990906,0.4234018325805664,-0.007836664095520973,0.7740226984024048,0.3482476472854614,0.40524041652679443,13.490321159362793,0.008134591393172741,0.04885823279619217,0.43408679962158203
